#LAMMPS Description

400 atoms
517 bonds
1 atom types
5 bond types

0.000000 400.000000 xlo xhi
0.000000 400.000000 ylo yhi
0.000000 400.000000 zlo zhi

Masses

1 1.000000

Atoms

1 1 1 105.569300 114.272300 94.440300
2 1 1 104.322830 114.423100 94.767520
3 1 1 104.459140 113.628700 93.686680
4 1 1 104.187810 112.636800 94.631010
5 1 1 103.497610 112.805700 93.879510
6 1 1 103.700030 112.098400 95.410090
7 1 1 102.809890 111.515500 94.385700
8 1 1 101.877930 111.460000 95.316700
9 1 1 101.695950 111.186300 96.516100
10 1 1 101.827210 112.194500 95.988990
11 1 1 101.994770 113.315500 96.092640
12 1 1 100.495359 113.467100 95.449500
13 1 1 99.349537 113.856700 96.037680
14 1 1 99.461977 114.644700 96.788830
15 1 1 99.851435 115.334000 96.033900
16 1 1 100.454594 115.559800 97.462730
17 1 1 99.654726 114.905800 98.144070
18 1 1 100.603907 115.363700 98.831680
19 1 1 99.284215 114.700300 99.082163
20 1 1 99.101821 113.342900 99.613652
21 1 1 98.731750 112.163000 99.236725
22 1 1 98.899230 112.454700 98.001360
23 1 1 99.566644 112.732700 97.139360
24 1 1 99.684769 113.083500 98.196820
25 1 1 100.856229 113.649000 98.058950
26 1 1 101.499720 112.771600 98.190780
27 1 1 102.582190 113.105000 97.535550
28 1 1 103.204030 112.837300 96.712590
29 1 1 103.762710 112.471100 97.573800
30 1 1 104.652790 113.130000 98.053720
31 1 1 104.427580 113.038300 99.256485
32 1 1 105.161400 113.893400 98.335820
33 1 1 104.635830 114.837500 98.816510
34 1 1 103.987680 115.876300 99.287350
35 1 1 103.866570 116.883300 99.115540
36 1 1 102.702360 116.030200 99.074809
37 1 1 102.363970 115.169800 99.520434
38 1 1 101.154720 114.738100 99.763995
39 1 1 100.688565 113.778100 99.925075
40 1 1 101.445010 112.793400 99.313807
41 1 1 101.720050 112.208500 100.248993
42 1 1 102.584210 111.323700 100.069710
43 1 1 103.702350 111.395800 99.752899
44 1 1 103.664600 112.447900 100.116712
45 1 1 103.606010 112.074700 98.696020
46 1 1 104.561940 112.034600 98.098650
47 1 1 104.850940 111.427600 98.978810
48 1 1 104.912200 112.285300 99.825722
49 1 1 104.245860 111.609900 100.592745
50 1 1 103.238330 111.097500 101.600100
51 1 1 103.392760 110.127800 101.255210
52 1 1 103.257390 109.053030 100.673603
53 1 1 102.492610 108.202680 101.749300
54 1 1 101.416840 108.481430 101.910740
55 1 1 100.234921 108.220880 101.798780
56 1 1 99.891779 107.571850 102.532180
57 1 1 99.187102 106.829170 103.275120
58 1 1 100.063894 107.386510 104.272180
59 1 1 100.593457 106.504650 104.070110
60 1 1 100.956597 107.170800 104.931830
61 1 1 101.996150 106.723830 105.435090
62 1 1 101.243350 107.958310 105.541230
63 1 1 101.078040 107.027760 106.075360
64 1 1 102.199430 107.063130 106.763980
65 1 1 102.224500 106.154650 106.352420
66 1 1 102.860070 105.148720 106.594130
67 1 1 103.069840 104.211870 107.289790
68 1 1 103.488520 103.677390 108.416220
69 1 1 104.417430 103.277990 108.583780
70 1 1 105.094310 103.611400 107.780920
71 1 1 106.243800 104.364070 107.511330
72 1 1 107.348300 104.168700 107.368000
73 1 1 108.216080 103.993720 107.931620
74 1 1 107.301340 102.750610 108.047710
75 1 1 107.962920 101.853800 108.292620
76 1 1 107.891530 102.330650 109.495890
77 1 1 107.038690 102.819650 109.570220
78 1 1 108.132970 103.184510 110.256200
79 1 1 108.415900 103.914540 111.222300
80 1 1 107.417870 104.438140 110.935300
81 1 1 106.628160 103.406530 111.259000
82 1 1 106.358870 102.276680 111.037200
83 1 1 105.607830 101.844810 111.964200
